survey_num,survey_gender,survey_age,survey_exp,survey_taste_type,survey_taste_sweet,survey_taste_sour,survey_taste_body,survey_taste_soda,survey_alcohole,survey_price,survey_drink_answer
433,1,20,0,2,3,4,2,0,12,38000,초선의 꿈 로제와인
434,0,25,1,0,5,0,0,1,5,6000,우주멜론미 스파클링 막걸리
435,0,25,1,1,2,3,4,0,40,40000,동짓달 기나긴 밤
436,1,30,0,2,5,5,5,0,10,120000,샤토미소 아이스와인
437,1,20,1,2,4,2,3,0,10,16000,복숭아와인
438,0,25,1,3,1,0,3,0,10,9800,모리
439,0,25,0,1,2,1,3,0,20,16000,우렁이쌀 청주
440,1,20,1,1,4,2,4,0,10,21000,술아 국화주
441,0,20,0,1,4,1,4,0,10,21000,술아 국화주
442,1,20,0,3,5,0,5,0,30,28000,아이엠더문
443,1,20,1,3,4,0,3,0,20,12000,꿀샘 16
444,1,20,0,3,3,0,2,0,20,16000,오매락
445,1,20,1,1,3,2,3,0,20,3600,김포특주
446,1,30,1,0,2,2,3,0,10,12000,해창 막걸리 9도
447,1,20,0,2,4,2,3,0,10,16000,복숭아와인
448,0,20,0,0,3,2,4,0,10,9000,술취한 원숭이
449,1,25,1,2,3,1,2,0,10,35000,허니문
450,0,25,1,0,4,5,4,0,5,33000,별산막걸리
451,1,20,0,3,2,0,3,0,10,12000,술샘19
452,0,20,1,1,3,2,3,0,30,21000,술아 순곡주
453,0,25,1,1,2,1,2,0,20,20000,하타
454,0,25,0,3,0,0,0,0,20,11200,여유19
455,0,20,0,2,3,2,3,0,10,22000,추사 블루 스위트
456,1,20,0,3,5,1,4,0,10,28000,아이엠더문
457,1,20,0,0,2,2,2,0,10,13200,민주 포도 막걸리
458,0,25,0,2,5,5,5,0,20,120000,샤토미소 아이스와인
459,0,25,0,1,2,2,5,0,20,33000,세종대왕어주 약주
460,0,25,1,3,0,0,5,0,20,15000,밀담 24
461,0,25,0,1,3,1,4,0,30,33000,세종대왕어주 약주
462,1,20,0,1,2,2,3,0,20,3600,김포특주
463,1,20,1,0,3,2,4,0,20,12000,벗이랑 버찌 홍국
464,0,25,0,3,2,0,2,0,30,16000,오매락
465,1,30,0,0,4,3,4,0,20,16000,지란지교
466,1,20,0,0,4,0,0,1,5,6000,우주멜론미 스파클링 막걸리
467,0,25,0,1,1,1,0,0,20,15000,서설
468,0,25,0,2,3,2,3,0,10,22000,추사 블루 스위트
469,1,20,0,3,3,0,2,0,10,6200,매실원주
470,0,25,0,1,3,1,4,0,20,33000,세종대왕어주 약주
471,0,20,0,3,3,1,3,0,20,12000,술샘16
472,0,25,1,1,4,2,4,0,10,21000,술아 국화주
473,1,20,0,2,3,2,3,0,10,22000,추사 블루 스위트
474,0,25,1,3,4,0,3,0,10,12000,꿀샘 16
475,1,30,0,3,5,0,4,0,10,28000,아이엠더문
476,0,20,0,2,3,1,2,0,10,35000,허니문
477,1,20,0,0,3,1,1,1,5,6000,우주멜론미 스파클링 막걸리
478,0,25,0,1,2,1,3,0,10,16000,우렁이쌀 청주
479,0,35,0,2,4,3,2,0,10,25000,고도리 청수 와인
480,0,35,1,0,4,4,4,0,10,33000,별산막걸리
481,0,25,1,1,2,2,5,0,30,33000,세종대왕어주 약주
482,0,30,0,0,5,2,1,1,10,6000,우주멜론미 스파클링 막걸리
483,0,25,0,0,3,2,2,0,5,3800,대대포 막걸리
484,0,30,1,1,3,3,3,0,20,17500,삼양춘 청주
485,1,35,1,1,5,5,5,0,40,30000,경성과하주
486,0,25,0,3,2,2,4,0,40,22000,담솔
487,0,25,1,2,3,1,3,0,10,22000,추사 블루 스위트
488,1,30,1,1,3,5,5,0,20,34200,별바랑
489,1,25,1,1,3,2,2,0,20,10000,우포
490,1,25,1,0,2,2,2,0,10,13200,민주 포도 막걸리
491,1,30,0,2,3,5,2,0,20,22000,샤토미소 랑 화이트와인
492,1,30,0,3,4,0,3,0,20,12000,꿀샘 16
493,1,25,0,3,3,1,3,0,20,12000,술샘16
494,0,25,0,1,4,1,5,0,20,46000,맑은 문희주
495,0,35,1,1,4,3,5,0,30,30000,경성과하주
496,0,30,1,1,4,2,2,0,10,11000,니모메
497,0,25,1,3,0,0,0,0,40,64000,화주
498,0,20,0,3,2,0,3,0,40,13000,이강주 25%
499,0,30,1,3,3,0,3,0,30,13000,이강주 25%
500,1,40,1,3,3,1,3,0,30,13000,이강주 25%
501,0,25,1,3,0,0,3,0,20,9800,모리
502,1,20,1,2,3,3,3,0,10,20000,고도리 화이트와인 스위트
503,0,30,0,3,1,0,4,0,40,22000,담솔
504,0,30,0,0,4,2,3,0,5,3000,세종 알밤주
505,1,30,1,1,4,1,3,0,20,21000,술아 순곡주
506,0,20,0,3,3,1,3,0,30,13000,이강주 25%
507,0,20,0,0,4,2,0,1,10,6000,우주멜론미 스파클링 막걸리
508,1,20,0,1,1,2,4,0,30,33000,세종대왕어주 약주
509,0,30,1,0,3,3,4,0,5,12000,벗이랑 강황
510,0,30,1,0,3,2,4,0,5,7000,감천막걸리
511,0,25,1,3,2,1,4,0,40,22000,담솔
512,1,25,0,2,3,1,2,0,10,35000,허니문
513,0,20,0,0,2,2,3,0,10,12000,해창 막걸리 9도
514,0,25,0,0,4,3,3,0,10,16000,만강에 비친 달
515,0,25,0,1,0,0,0,0,5,15000,서설
516,0,20,0,3,1,1,1,0,30,7900,서울의 밤 25%
517,0,25,0,1,4,3,4,0,30,30000,경성과하주
518,0,25,0,3,2,2,5,0,40,22000,담솔
519,0,30,0,1,5,5,5,0,40,30000,경성과하주
520,0,30,1,1,2,1,5,0,30,33000,세종대왕어주 약주
521,0,25,1,0,4,0,0,1,30,6000,우주멜론미 스파클링 막걸리
522,1,25,0,3,3,0,3,0,10,6200,매실원주
523,0,25,0,0,4,1,1,1,5,6000,우주멜론미 스파클링 막걸리
524,0,20,0,1,4,2,4,0,20,11000,한산소곡주
525,1,20,0,0,4,1,2,0,5,3250,자연담은 복분자막걸리
526,0,20,0,0,2,4,4,0,10,8000,볼빨간막걸리 10
527,1,25,0,0,4,0,2,1,5,6000,우주멜론미 스파클링 막걸리
528,0,30,1,1,2,2,3,0,20,3600,김포특주
529,0,20,0,0,3,2,3,0,5,30000,금풍양조
530,0,20,0,2,4,2,3,0,10,16000,복숭아와인
531,1,25,0,0,4,0,1,1,10,6000,우주멜론미 스파클링 막걸리
532,0,25,0,0,3,2,3,0,5,30000,금풍양조
533,0,30,1,0,4,3,5,0,20,16000,지란지교
534,1,30,1,1,5,2,2,0,10,11000,니모메
535,1,30,0,0,3,2,4,0,10,9000,술취한 원숭이
536,1,30,1,3,5,0,5,0,10,28000,아이엠더문
537,0,20,1,3,5,0,3,0,10,25000,원매
538,0,30,0,1,4,1,2,0,10,11000,니모메
539,0,25,1,1,3,1,2,0,20,10000,우포
540,1,30,0,0,4,2,3,0,5,3000,세종 알밤주
541,0,20,0,1,5,3,3,0,40,30000,경성과하주
542,0,25,1,3,2,0,5,0,30,22000,담솔
543,0,20,0,1,4,1,3,0,30,21000,술아 순곡주
544,1,20,0,0,5,1,3,0,10,4000,동래아들
545,0,25,0,0,4,1,2,0,5,3250,자연담은 복분자막걸리
546,0,25,0,3,3,1,3,0,20,12000,술샘16
547,0,25,0,0,3,1,4,0,5,7000,감천막걸리
548,1,40,1,3,1,0,3,0,10,9800,모리
549,1,25,0,0,3,1,4,0,5,7000,감천막걸리
